9,0,0.27201128005981445,0.33595526218414307,-0.5739347338676453,down
9,1,0.26395708322525024,0.2921145260334015,-0.6052157282829285,down
9,2,0.26785343885421753,0.28297367691993713,-0.605080783367157,down
9,3,0.27223819494247437,0.2722741365432739,-0.6050980091094971,down
9,4,0.2562759816646576,0.3010962903499603,-0.5705282092094421,down
9,5,0.25471723079681396,0.29843464493751526,-0.5708736181259155,down
9,6,0.2530408799648285,0.2955281138420105,-0.5711544156074524,down
9,7,0.30136314034461975,0.20361807942390442,-0.6412668228149414,down
9,8,0.2735216021537781,0.23806294798851013,-0.4901091456413269,down
9,9,0.29965755343437195,0.32348236441612244,-0.5770827531814575,down
9,10,0.2876303195953369,0.3376975953578949,-0.5327182412147522,down
9,11,0.4677667021751404,0.20128314197063446,-0.623170793056488,down
9,12,0.29419049620628357,0.23827220499515533,-0.35759207606315613,down
9,13,0.5492855310440063,0.5019010901451111,-0.6207647919654846,down
9,14,0.26031532883644104,0.4926605224609375,-0.2421889305114746,down
9,15,0.5587103366851807,0.8589514493942261,-0.6293630599975586,down
9,16,0.23407018184661865,0.763424277305603,-0.267826110124588,down
9,17,0.5467194318771362,0.9103909730911255,-0.7148544192314148,down
9,18,0.18895183503627777,0.8032690286636353,-0.3025851845741272,down
9,19,0.5198127031326294,0.9059232473373413,-0.7071474194526672,down
9,20,0.2065609246492386,0.8099469542503357,-0.35801267623901367,down
9,21,0.5233769416809082,0.8937928676605225,-0.6337769031524658,down
9,22,0.2317998707294464,0.7980773448944092,-0.29211920499801636,down
9,23,0.626848042011261,0.25001898407936096,-0.1003367230296135,down
9,24,0.5522273778915405,0.3246968984603882,0.09977749735116959,down
9,25,0.7096931338310242,0.45808905363082886,0.1222553700208664,down
9,26,0.6097748279571533,0.6103647351264954,0.25873932242393494,down
9,27,0.8076676726341248,0.5276966094970703,0.46762216091156006,down
9,28,0.7297831177711487,0.5592216849327087,0.6332785487174988,down
9,29,0.8339971303939819,0.49295178055763245,0.5003311634063721,down
9,30,0.7498019933700562,0.530215322971344,0.6748799681663513,down
9,31,0.813612163066864,0.6528840661048889,0.46994537115097046,down
9,32,0.7530816793441772,0.6508724093437195,0.6619519591331482,down
10,0,0.27201372385025024,0.33548495173454285,-0.5736045837402344,down
10,1,0.2638874053955078,0.29131725430488586,-0.6050347685813904,down
10,2,0.26779118180274963,0.282108336687088,-0.6048995852470398,down
10,3,0.27219632267951965,0.27133551239967346,-0.6049183011054993,down
